,Unnamed: 0,m1,m2,p,maxDeg,cull,attempts
10047,10047,10,2,0.3,50,False,1
10049,10049,10,2,0.3,70,False,1
10059,10059,10,2,0.4,70,False,1
10070,10070,10,2,0.6,10,True,3
10080,10080,10,2,0.7,10,True,1
10090,10090,10,2,0.8,10,True,1
10112,10112,10,2,1.0,20,True,1
10114,10114,10,2,1.0,30,True,1
10121,10121,10,3,0.0,10,False,1
10123,10123,10,3,0.0,20,False,1
10124,10124,10,3,0.0,30,True,2
10125,10125,10,3,0.0,30,False,1
10126,10126,10,3,0.0,50,True,1
10127,10127,10,3,0.0,50,False,1
10128,10128,10,3,0.0,70,True,1
10129,10129,10,3,0.0,70,False,1
10131,10131,10,3,0.1,10,False,1
10133,10133,10,3,0.1,20,False,1
10134,10134,10,3,0.1,30,True,5
10135,10135,10,3,0.1,30,False,1
10136,10136,10,3,0.1,50,True,1
10137,10137,10,3,0.1,50,False,1
10138,10138,10,3,0.1,70,True,2
10139,10139,10,3,0.1,70,False,1
10141,10141,10,3,0.2,10,False,1
10143,10143,10,3,0.2,20,False,1
10145,10145,10,3,0.2,30,False,1
10146,10146,10,3,0.2,50,True,5
10147,10147,10,3,0.2,50,False,1
10148,10148,10,3,0.2,70,True,1
10149,10149,10,3,0.2,70,False,1
10151,10151,10,3,0.3,10,False,5
10153,10153,10,3,0.3,20,False,8
10155,10155,10,3,0.3,30,False,1
10156,10156,10,3,0.3,50,True,3
10157,10157,10,3,0.3,50,False,1
10158,10158,10,3,0.3,70,True,1
10159,10159,10,3,0.3,70,False,1
10166,10166,10,3,0.4,50,True,3
10168,10168,10,3,0.4,70,True,1
10170,10170,10,3,0.5,10,True,2
10176,10176,10,3,0.5,50,True,4
10180,10180,10,3,0.6,10,True,3
10186,10186,10,3,0.6,50,True,6
10190,10190,10,3,0.7,10,True,1
10212,10212,10,3,0.9,20,True,6
10222,10222,10,3,1.0,20,True,1
10224,10224,10,3,1.0,30,True,1
10231,10231,10,4,0.0,10,False,1
10232,10232,10,4,0.0,20,True,2
10233,10233,10,4,0.0,20,False,1
10234,10234,10,4,0.0,30,True,3
10235,10235,10,4,0.0,30,False,1
10236,10236,10,4,0.0,50,True,1
10237,10237,10,4,0.0,50,False,1
10238,10238,10,4,0.0,70,True,1
10239,10239,10,4,0.0,70,False,1
10241,10241,10,4,0.1,10,False,1
10243,10243,10,4,0.1,20,False,1
10244,10244,10,4,0.1,30,True,1
10245,10245,10,4,0.1,30,False,1
10246,10246,10,4,0.1,50,True,2
10247,10247,10,4,0.1,50,False,2
10248,10248,10,4,0.1,70,True,1
10249,10249,10,4,0.1,70,False,1
10256,10256,10,4,0.2,50,True,1
10257,10257,10,4,0.2,50,False,9
10258,10258,10,4,0.2,70,True,1
10260,10260,10,4,0.3,10,True,7
10264,10264,10,4,0.3,30,True,3
10266,10266,10,4,0.3,50,True,1
10268,10268,10,4,0.3,70,True,2
10270,10270,10,4,0.4,10,True,1
10276,10276,10,4,0.4,50,True,2
10280,10280,10,4,0.5,10,True,1
10286,10286,10,4,0.5,50,True,2
10290,10290,10,4,0.6,10,True,1
10304,10304,10,4,0.7,30,True,1
10312,10312,10,4,0.8,20,True,4
10314,10314,10,4,0.8,30,True,1
10322,10322,10,4,0.9,20,True,1
10324,10324,10,4,0.9,30,True,1
10332,10332,10,4,1.0,20,True,1
10334,10334,10,4,1.0,30,True,1
10341,10341,10,5,0.0,10,False,1
10342,10342,10,5,0.0,20,True,6
10343,10343,10,5,0.0,20,False,1
10344,10344,10,5,0.0,30,True,1
10345,10345,10,5,0.0,30,False,1
10346,10346,10,5,0.0,50,True,1
10347,10347,10,5,0.0,50,False,1
10348,10348,10,5,0.0,70,True,1
10349,10349,10,5,0.0,70,False,1
10350,10350,10,5,0.1,10,True,9
10352,10352,10,5,0.1,20,True,7
10354,10354,10,5,0.1,30,True,1
10356,10356,10,5,0.1,50,True,1
10358,10358,10,5,0.1,70,True,1
10360,10360,10,5,0.2,10,True,7
10362,10362,10,5,0.2,20,True,4
10364,10364,10,5,0.2,30,True,2
10366,10366,10,5,0.2,50,True,1
10370,10370,10,5,0.3,10,True,3
10372,10372,10,5,0.3,20,True,9
10374,10374,10,5,0.3,30,True,1
10376,10376,10,5,0.3,50,True,1
10380,10380,10,5,0.4,10,True,1
10382,10382,10,5,0.4,20,True,4
10384,10384,10,5,0.4,30,True,1
10386,10386,10,5,0.4,50,True,5
10390,10390,10,5,0.5,10,True,1
10394,10394,10,5,0.5,30,True,2
10402,10402,10,5,0.6,20,True,3
10404,10404,10,5,0.6,30,True,1
10412,10412,10,5,0.7,20,True,1
10414,10414,10,5,0.7,30,True,4
10422,10422,10,5,0.8,20,True,1
10424,10424,10,5,0.8,30,True,1
10432,10432,10,5,0.9,20,True,1
10434,10434,10,5,0.9,30,True,1
10442,10442,10,5,1.0,20,True,1
10444,10444,10,5,1.0,30,True,1
10450,10450,10,6,0.0,10,True,9
10452,10452,10,6,0.0,20,True,2
10454,10454,10,6,0.0,30,True,1
10456,10456,10,6,0.0,50,True,1
10458,10458,10,6,0.0,70,True,3
10460,10460,10,6,0.1,10,True,2
10462,10462,10,6,0.1,20,True,1
10464,10464,10,6,0.1,30,True,1
10466,10466,10,6,0.1,50,True,2
10470,10470,10,6,0.2,10,True,1
10472,10472,10,6,0.2,20,True,1
10474,10474,10,6,0.2,30,True,2
10476,10476,10,6,0.2,50,True,1
10480,10480,10,6,0.3,10,True,1
10482,10482,10,6,0.3,20,True,1
10484,10484,10,6,0.3,30,True,1
10492,10492,10,6,0.4,20,True,2
10494,10494,10,6,0.4,30,True,1
10502,10502,10,6,0.5,20,True,5
10504,10504,10,6,0.5,30,True,1
10512,10512,10,6,0.6,20,True,3
10514,10514,10,6,0.6,30,True,1
10522,10522,10,6,0.7,20,True,1
10524,10524,10,6,0.7,30,True,1
10532,10532,10,6,0.8,20,True,2
10534,10534,10,6,0.8,30,True,1
10542,10542,10,6,0.9,20,True,1
10544,10544,10,6,0.9,30,True,1
10552,10552,10,6,1.0,20,True,1
10554,10554,10,6,1.0,30,True,4
10560,10560,10,7,0.0,10,True,1
10562,10562,10,7,0.0,20,True,3
10564,10564,10,7,0.0,30,True,1
10570,10570,10,7,0.1,10,True,1
10572,10572,10,7,0.1,20,True,1
10574,10574,10,7,0.1,30,True,1
10582,10582,10,7,0.2,20,True,1
10584,10584,10,7,0.2,30,True,1
10592,10592,10,7,0.3,20,True,1
10594,10594,10,7,0.3,30,True,2
10602,10602,10,7,0.4,20,True,2
10604,10604,10,7,0.4,30,True,1
10612,10612,10,7,0.5,20,True,2
10614,10614,10,7,0.5,30,True,2
10622,10622,10,7,0.6,20,True,2
10624,10624,10,7,0.6,30,True,1
10632,10632,10,7,0.7,20,True,2
10634,10634,10,7,0.7,30,True,1
10642,10642,10,7,0.8,20,True,1
10644,10644,10,7,0.8,30,True,1
10652,10652,10,7,0.9,20,True,1
10654,10654,10,7,0.9,30,True,1
10662,10662,10,7,1.0,20,True,1
10664,10664,10,7,1.0,30,True,6
10672,10672,10,8,0.0,20,True,1
10674,10674,10,8,0.0,30,True,1
10682,10682,10,8,0.1,20,True,1
10684,10684,10,8,0.1,30,True,1
10692,10692,10,8,0.2,20,True,1
10694,10694,10,8,0.2,30,True,1
10702,10702,10,8,0.3,20,True,1
10704,10704,10,8,0.3,30,True,1
10712,10712,10,8,0.4,20,True,1
10714,10714,10,8,0.4,30,True,1
10722,10722,10,8,0.5,20,True,1
10724,10724,10,8,0.5,30,True,1
10732,10732,10,8,0.6,20,True,1
10734,10734,10,8,0.6,30,True,1
10742,10742,10,8,0.7,20,True,2
10744,10744,10,8,0.7,30,True,1
10752,10752,10,8,0.8,20,True,1
10754,10754,10,8,0.8,30,True,7
10762,10762,10,8,0.9,20,True,1
10764,10764,10,8,0.9,30,True,6
10772,10772,10,8,1.0,20,True,1
10782,10782,10,9,0.0,20,True,1
10784,10784,10,9,0.0,30,True,1
10792,10792,10,9,0.1,20,True,1
10794,10794,10,9,0.1,30,True,3
10802,10802,10,9,0.2,20,True,1
10804,10804,10,9,0.2,30,True,7
10812,10812,10,9,0.3,20,True,1
10814,10814,10,9,0.3,30,True,3
10822,10822,10,9,0.4,20,True,1
10832,10832,10,9,0.5,20,True,1
10842,10842,10,9,0.6,20,True,1
10852,10852,10,9,0.7,20,True,2
10862,10862,10,9,0.8,20,True,1
10872,10872,10,9,0.9,20,True,1
10882,10882,10,9,1.0,20,True,1
10892,10892,10,10,0.0,20,True,1
10902,10902,10,10,0.1,20,True,1
10912,10912,10,10,0.2,20,True,1
10922,10922,10,10,0.3,20,True,1
10932,10932,10,10,0.4,20,True,1
10942,10942,10,10,0.5,20,True,1
10952,10952,10,10,0.6,20,True,1
10962,10962,10,10,0.7,20,True,1
10972,10972,10,10,0.8,20,True,1
10982,10982,10,10,0.9,20,True,2
10992,10992,10,10,1.0,20,True,1
